city_id,city,hotel_name,hotel_url,hotel_latitude,hotel_longitude,hotel_rating,hotel_reviews,hotel_description,city_lat,city_lon,hci,temp,temp_feels_like,wind_speed,rain,cloud
1,Mont Saint Michel,La Vieille Auberge,https://www.booking.com/hotel/fr/la-vieille-auberge-le-mont-saint-michel.fr.html?aid=304142&label=mkt123sc-5f611bb5-07cf-43e4-bbcc-a3de372e848d&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=aa1657369490a310a09acd3c2126c42a&srepoch=1766846970&from=searchresults,48.636063,-1.511457,7.5,1603.0,"La Vieille Auberge vous accueille dans le village médiéval du Mont-Saint-Michel, à quelques pas de la célèbre abbaye. Vous pourrez profiter d’une connexion Wi-Fi gratuite, d’un restaurant, d’une terrasse et d’une réception dans la maison principale.

Les chambres sont réparties dans 2 annexes situées en haut du village. Pour y accéder, vous devrez gravir de nombreuses marches. L’une des options, au milieu du village, propose des chambres standard donnant sur la rue, tandis que l’autre option, en haut du village, propose des chambres avec terrasse offrant une vue sur la baie. Toutes les chambres disposent d’une télévision à écran plat et d’une salle de bains privative avec baignoire ou douche.

L’hôtel dispose également d’un bar et d’un restaurant servant une cuisine française traditionnelle.",48.6360211,-1.5114947,63.6,1.8372499999999998,-1.5045,3.6394999999999995,0.0,24.675
1,Mont Saint Michel,Mercure Mont Saint Michel,https://www.booking.com/hotel/fr/mont-saint-michel.fr.html?aid=304142&label=mkt123sc-5f611bb5-07cf-43e4-bbcc-a3de372e848d&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=aa1657369490a310a09acd3c2126c42a&srepoch=1766846970&from=searchresults,48.61424652959294,-1.510545015335083,8.3,3662.0,"Installé dans des espaces verts à seulement 2 km de l'abbaye du Mont-Saint-Michel, le Mercure Mont Saint Michel propose des chambres spacieuses avec salle de bains privative, un bar-restaurant et de nombreuses places de parking gratuites.

Les chambres du Mercure Mont Saint Michel sont dotées de la climatisation, d'un plateau/bouilloire et d'une télévision par satellite/câble à écran plat.

Le restaurant Le Pré Salé, célèbre dans la région, prépare de délicieux fruits de mer ainsi que des spécialités régionales. Le bar Le Normandy sert des boissons dans un cadre convivial et décontracté.

Le Mercure Mont Saint Michel vous accueille à 6,5 km de Pontorson et à 52 km de Saint-Malo.",48.6360211,-1.5114947,63.6,1.8372499999999998,-1.5045,3.6394999999999995,0.0,24.675
1,Mont Saint Michel,Auberge Saint Pierre,https://www.booking.com/hotel/fr/auberge-saint-pierre.fr.html?aid=304142&label=mkt123sc-5f611bb5-07cf-43e4-bbcc-a3de372e848d&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=aa1657369490a310a09acd3c2126c42a&srepoch=1766846970&from=searchresults,48.63568797869143,-1.5098825097084045,8.1,1215.0,"Située sur le Mont-Saint-Michel, l'Auberge Saint Pierre est composée de petits bâtiments à colombages datant du XIVe siècle. Elle allie le charme d’époque des poutres apparentes à des éléments de confort moderne, comme une télévision et une connexion Wi-Fi gratuite.

Idéalement situé pour visiter le Mont-Saint-Michel, cet hôtel se trouve dans la rue principale menant à l'abbaye du Mont-Saint-Michel.

Les 2 annexes de l'hôtel se trouvent au milieu du village et sont accessibles par de nombreux escaliers.

Les chambres de l'Auberge Saint Pierre et les annexes disposent d'une salle de bains privative avec baignoire ou douche. Certaines chambres offrent une vue sur la mer.

L'hôtel sert un petit-déjeuner buffet tous les matins. Le restaurant authentique sert une cuisine traditionnelle normande et des plats à base de poisson. Vous pourrez choisir de dîner sur place.",48.6360211,-1.5114947,63.6,1.8372499999999998,-1.5045,3.6394999999999995,0.0,24.675
1,Mont Saint Michel,Hôtel Vert,https://www.booking.com/hotel/fr/vert.fr.html?aid=304142&label=mkt123sc-5f611bb5-07cf-43e4-bbcc-a3de372e848d&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=aa1657369490a310a09acd3c2126c42a&srepoch=1766846970&from=searchresults,48.61470048629041,-1.5096169710159302,8.2,6099.0,"L’Hotel Vert vous propose des chambres décorées dans des tons pastel, dotées d’une salle de bains privative, d’une télévision ainsi que d’une connexion Wi-Fi gratuite. Il vous accueille à 2 km de l’île intertidale du Mont Saint-Michel, sur la côte normande.

Lors de votre séjour, vous pourrez déguster une cuisine régionale au restaurant du Vert, La salicorne. Vous pourrez également apprécier le bar de l'hôtel, L'Equinoxe, qui s'ouvre sur une terrasse privée.

Le Vert Hotel met également à votre disposition une réception ouverte 24h/24 ainsi qu’un parking privé. Vous bénéficierez aussi d’un supermarché et d’une boutique de souvenirs sur place.",48.6360211,-1.5114947,63.6,1.8372499999999998,-1.5045,3.6394999999999995,0.0,24.675
1,Mont Saint Michel,Appart Standing - La Coque d'Or - Mont-St-Michel,https://www.booking.com/hotel/fr/la-coque-d-or.fr.html?aid=304142&label=mkt123sc-5f611bb5-07cf-43e4-bbcc-a3de372e848d&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=aa1657369490a310a09acd3c2126c42a&srepoch=1766846970&from=searchresults,48.6354874,-1.5101555,9.6,56.0,"L’hébergement Appart Standing - La Coque d'Or - Mont-St-Michel vous accueille au Mont-Saint-Michel, à respectivement 200 mètres, quelques pas et 29 km de ces lieux d’intérêt : Abbaye du Mont Saint Michel, Mont Saint-Michel et Scriptorial d'Avranches. Cet hébergement offre une vue sur la ville et met à votre disposition une connexion Wi-Fi gratuite dans l’ensemble de ses locaux.

Cet appartement se compose de 1 chambre, d'un salon, d'une kitchenette entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 1 salle de bains avec une douche et un sèche-cheveux. Cet hébergement met à votre disposition des serviettes et du linge de lit.

Vous séjournerez à 49 km de ce lieu d’intérêt : Port de la Houle. L'aéroport le plus proche (Aéroport de Rennes-Saint-Jacques) est à 93 km.",48.6360211,-1.5114947,63.6,1.8372499999999998,-1.5045,3.6394999999999995,0.0,24.675
2,St Malo,Oceania Saint Malo,https://www.booking.com/hotel/fr/oceaniasaintmalo.fr.html?aid=304142&label=mkt123sc-9f31fb8b-c0fd-47bb-9775-089c3052150c&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=a3bc6c43307b06de5f56d39920445c9e&srepoch=1766847025&from=searchresults,48.65175688590083,-2.0184320211410522,8.8,1276.0,"Donnant sur la mer, l'Oceania Saint Malo se situe sur la Chaussée du Sillon, en face de la plage du même nom et à 450 mètres du port de plaisance de Saint-Malo. Il propose des chambres luxueuses et un accès gratuit au spa et à la piscine.

Les logements disposent de la climatisation et de parquet. Ils sont également dotés d'une télévision à écran plat, d'une connexion Wi-Fi gratuite et d'une salle de bains spacieuse.

Vous profiterez d'une terrasse offrant une vue panoramique sur la mer. Le jacuzzi à ciel ouvert vous attend sur la terrasse. La salle de sport est dotée d'équipements ultramodernes. Des massages sont dispensés moyennant des frais supplémentaires.

Le bar-salon de l'Oceania Saint Malo sert différents cocktails ou boissons et accueille des réceptions privées. Il prépare un menu pour le dîner. Tous les matins, vous pourrez déguster un petit-déjeuner sur place.

L'Oceania se trouve à 1,5 km de la gare de Saint-Malo et à 7 km de l'aéroport Dinard Bretagne. Un parking est disponible sur place. Le personnel de la réception parle français, anglais, espagnol et allemand.",48.4904728,-1.7421555,63.6,1.193,-2.254,3.4902500000000005,0.0,24.975
2,St Malo,Hôtel Bristol Union Intra Muros,https://www.booking.com/hotel/fr/bristol-union.fr.html?aid=304142&label=mkt123sc-9f31fb8b-c0fd-47bb-9775-089c3052150c&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=a3bc6c43307b06de5f56d39920445c9e&srepoch=1766847025&from=searchresults,48.64961099853388,-2.024303376674652,9.2,2381.0,"L’Hôtel Bristol Union Intra Muros est situé au cœur de Saint-Malo, dans l’enceinte des remparts de la vieille ville, à 180 mètres du port de plaisance. Il propose des chambres et des suites munies d’une salle de bains privative, d’une télévision par satellite et d’une connexion Wi-Fi gratuite.

Un petit-déjeuner est proposé tous les matins. Vous pourrez le déguster dans le coin repas ou dans le confort de votre chambre. Le bar propose un cadre agréable pour profiter d’une boisson ou d’un apéritif en soirée.

Vous bénéficierez d’un emplacement idéal pour découvrir Saint-Malo et la pittoresque région de Bretagne. Le Mont-Saint-Michel est à seulement 45 minutes de route.",48.4904728,-1.7421555,63.6,1.193,-2.254,3.4902500000000005,0.0,24.975
2,St Malo,Hôtel France et Chateaubriand,https://www.booking.com/hotel/fr/de-france-et-chateaubriand.fr.html?aid=304142&label=mkt123sc-9f31fb8b-c0fd-47bb-9775-089c3052150c&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=a3bc6c43307b06de5f56d39920445c9e&srepoch=1766847025&from=searchresults,48.65119339995932,-2.0237964391708374,7.9,2816.0,"Situé au cœur de la ville historique de Saint-Malo, l’Hôtel France et Chateaubriand offre une vue imprenable sur la mer et le sillon, à 210 mètres du port de plaisance de Saint-Malo.

Les chambres confortables de l’Hôtel France et Chateaubriand présentent un décor raffiné.

Le restaurant sert des fruits de mer préparés de façon traditionnelle et des spécialités régionales.

Sa façade, unique dans la ville de Saint-Malo, et la présence du lieu de naissance de Chateaubriand, en font un bâtiment historique.",48.4904728,-1.7421555,63.6,1.193,-2.254,3.4902500000000005,0.0,24.975
2,St Malo,Hotel Elizabeth - Intra Muros,https://www.booking.com/hotel/fr/elizabeth.fr.html?aid=304142&label=mkt123sc-9f31fb8b-c0fd-47bb-9775-089c3052150c&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=a3bc6c43307b06de5f56d39920445c9e&srepoch=1766847025&from=searchresults,48.64764754676929,-2.0243194699287415,8.4,1103.0,"Situé dans le quartier historique des armateurs, à l'intérieur des remparts de Saint-Malo, l'Hotel Elizabeth propose une atmosphère d'antan avec le confort moderne d'aujourd'hui. Le port de plaisance de Saint-Malo est à 180 mètres.

Les chambres sont réparties entre 2 bâtiments : Les Armateurs comprend les chambres supérieures et Les Skippers, à 50 mètres, inclut les chambres standard. Le premier a été construit au début du XVIIe siècle, tandis que le second est un bâtiment plus récent. Toutes les chambres sont confortables et pourvues d'une salle de bains privative moderne.

Vous profiterez d'une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Dans la cave aux murs de pierre, vous pourrez savourer un petit-déjeuner sous des poutres apparentes de 400 ans.

À proximité de l'Hotel Elizabeth, vous atteindrez la Demeure de Corsaire du XVIIIe siècle, le quartier de Saint-Servan, la cité d'Aleth et le musée international du Long-Cours Cap-Hornier. Vous pourrez aussi vous promener sur les remparts et la plage de Sillon.",48.4904728,-1.7421555,63.6,1.193,-2.254,3.4902500000000005,0.0,24.975
2,St Malo,Hôtel Cartier,https://www.booking.com/hotel/fr/cartier.fr.html?aid=304142&label=mkt123sc-9f31fb8b-c0fd-47bb-9775-089c3052150c&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=a3bc6c43307b06de5f56d39920445c9e&srepoch=1766847025&from=searchresults,48.65001324862027,-2.024831771850586,8.5,2323.0,"L'Hôtel Cartier Intra-muros est installé à l’intérieur des remparts de Saint-Malo, en plein cœur de la ville et à proximité de lieux animés. Situé à seulement 280 mètres du port de plaisance de Saint-Malo et à seulement 500 mètres de la plage et de la Manche, cet hôtel affiche une décoration moderne et propose des chambres climatisées dotées d'une connexion Internet gratuite.
Les chambres comportent une télévision à écran plat. Entièrement rénovées, les chambres comprennent une salle de bains privative et de la moquette moelleuse.
Vous pourrez savourer un petit-déjeuner buffet chaque matin dans l'agréable salle prévue à cet effet ou dans l'intimité de votre chambre.
L’établissement est idéalement situé à seulement 120 mètres de la cathédrale de Saint-Malo et à 5 minutes en voiture de la gare de Saint-Malo.
L'emplacement central de l'établissement vous permettra d'explorer facilement la ville, mais cela signifie également une exposition à ses activités animées. Toutes les fenêtres de l'Hotel Cartier Intramuros sont équipées de double vitrage pour minimiser les perturbations potentielles. Bien qu'il ne soit pas possible de garantir un silence complet, l'établissement s'efforce d'offrir une retraite paisible à ses clients.",48.4904728,-1.7421555,63.6,1.193,-2.254,3.4902500000000005,0.0,24.975
